medicineID	medicineName	medicineType	dosageType	drugRoute	company	drug	dosages	activeIngredientUnit	pharmacologicalClasses	category
354	AMLODIPINE BESYLATE 10 mg	Antihypertensive	TABLET	ORAL	Bi-Coastal Pharma International LLC	AMLODIPINE BESYLATE	10	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS]"	HUMAN PRESCRIPTION DRUG
355	AMLODIPINE BESYLATE 2.5 mg	Antihypertensive	TABLET	ORAL	Bi-Coastal Pharma International LLC	AMLODIPINE BESYLATE	2.5	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS]"	HUMAN PRESCRIPTION DRUG
356	AMLODIPINE BESYLATE 5 mg	Antihypertensive	TABLET	ORAL	Bi-Coastal Pharma International LLC	AMLODIPINE BESYLATE	5	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS]"	HUMAN PRESCRIPTION DRUG
357	Amlodipine besylate and Atorvastatin calcium 	Antihypertensive	TABLET	ORAL	Dr. Reddy's Laboratories Inc	AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM TRIHYDRATE	10;80;5;40;2.5;20	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN OTC DRUG
358	Amlodipine besylate and Atorvastatin calcium 	Antihypertensive	TABLET	ORAL	Greenstone LLC	AMLODIPINE BESYLATE; ATORVASTATIN CALCIUM TRIHYDRATE	2.5;10;20;40;5;80	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
359	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	A-S Medication Solutions	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	5;20;10	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
360	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	Dr.Reddy's Laboratories Limited	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	2.5;10;5;20;40	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
361	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	Proficient Rx LP	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	10;40	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
362	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	Bryant Ranch Prepack	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	2.5;10	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
363	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	BluePoint Laboratories	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	10;20;40;2.5;5	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
364	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	"Lupin Pharmaceuticals, Inc."	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	5;20;40;10;2.5	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
365	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	REMEDYREPACK INC.	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	10;20	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
366	Amlodipine Besylate and Benazepril Hydrochloride 	Antihypertensive	CAPSULE	ORAL	"Denton Pharma, Inc. dba Northwind Pharmaceuticals"	AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE	5;10;20	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]"	HUMAN PRESCRIPTION DRUG
367	Amlodipine besylate and Olmesartan medoxomil 	Antihypertensive	TABLET	ORAL	Ajanta Pharma Limited	AMLODIPINE BESYLATE; OLMESARTAN MEDOXOMIL	5;20;40;10	mg/1	"Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [CS],Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	HUMAN PRESCRIPTION DRUG
368	Amoxicillin 	Antibiotic	TABLET	ORAL	"Teva Pharmaceuticals USA, Inc."	AMOXICILLIN	500;875;125;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
369	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"Teva Pharmaceuticals USA, Inc."	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
370	Amoxicillin 	Antibiotic	POWDER	ORAL	"Teva Pharmaceuticals USA, Inc."	AMOXICILLIN	125;250;200;400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
371	Amoxicillin 	Antibiotic	TABLET	ORAL	West-Ward Pharmaceuticals Corp	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
372	Amoxicillin 	Antibiotic	POWDER	ORAL	West-Ward Pharmaceuticals Corp	AMOXICILLIN	200;400;125;250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN OTC DRUG
373	Amoxicillin 	Antibiotic	CAPSULE	ORAL	West-Ward Pharmaceuticals Corp	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN OTC DRUG
374	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Sandoz Inc	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN OTC DRUG
375	Amoxicillin 	Antibiotic	TABLET	ORAL	Sandoz Inc	AMOXICILLIN	500;875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN OTC DRUG
376	Amoxicillin 	Antibiotic	POWDER	ORAL	Sandoz Inc	AMOXICILLIN	125;250;200;400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
377	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Apotheca Inc.	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
378	Amoxicillin 	Antibiotic	CAPSULE	ORAL	NorthStar Rx LLC	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
379	Amoxicillin 	Antibiotic	CAPSULE	ORAL	QPharma Inc	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
380	Amoxicillin 	Antibiotic	TABLET	ORAL	QPharma Inc	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
381	Amoxicillin 	Antibiotic	CAPSULE	ORAL	QPharma Inc	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
382	Amoxicillin 	Antibiotic	TABLET	ORAL	QPharma Inc	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
383	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
384	Amoxicillin 	Antibiotic	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
385	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	500;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
386	Amoxicillin 	Antibiotic	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
387	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
388	Amoxicillin 	Antibiotic	TABLET	ORAL	medsource pharmaceuticals	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
389	Amoxicillin 	Antibiotic	POWDER	ORAL	Lake Erie Medical DBA Quality Care Products LLC	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
390	Amoxicillin 	Antibiotic	POWDER	ORAL	A-S Medication Solutions	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
391	Amoxicillin 	Antibiotic	TABLET	ORAL	A-S Medication Solutions	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
392	Amoxicillin 	Antibiotic	CAPSULE	ORAL	A-S Medication Solutions	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
393	Amoxicillin 	Antibiotic	TABLET	ORAL	A-S Medication Solutions	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
394	Amoxicillin 	Antibiotic	POWDER	ORAL	A-S Medication Solutions	AMOXICILLIN	200;400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
395	Amoxicillin 	Antibiotic	CAPSULE	ORAL	A-S Medication Solutions	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
396	Amoxicillin 	Antibiotic	TABLET	ORAL	A-S Medication Solutions	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
397	Amoxicillin 	Antibiotic	POWDER	ORAL	A-S Medication Solutions	AMOXICILLIN	200	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
398	Amoxicillin 	Antibiotic	TABLET	ORAL	Unit Dose Services	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
399	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Unit Dose Services	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
400	AMOXICILLIN 	Antibiotic	TABLET	ORAL	Unit Dose Services	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
401	Amoxicillin 	Antibiotic	POWDER	ORAL	Unit Dose Services	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
402	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Unit Dose Services	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
403	Amoxicillin 	Antibiotic	POWDER	ORAL	Unit Dose Services	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
404	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"PharmPak, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
405	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
406	Amoxicillin 	Antibiotic	TABLET	ORAL	"PD-Rx Pharmaceuticals, Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
407	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Lake Erie Medical DBA Quality Care Products LLC	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
408	Amoxicillin 	Antibiotic	POWDER	ORAL	Lake Erie Medical DBA Quality Care Products LLC	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
409	Amoxicillin 	Antibiotic	TABLET	ORAL	Lake Erie Medical DBA Quality Care Products LLC	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
410	Amoxicillin 	Antibiotic	TABLET	ORAL	"Rising Health, LLC"	AMOXICILLIN	500;875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
411	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"Rising Health, LLC"	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
412	Amoxicillin 	Antibiotic	POWDER	ORAL	"Rising Health, LLC"	AMOXICILLIN	200;400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
413	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Hikma Pharmaceutical	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
414	AMOXICILLIN 	Antibiotic	POWDER	ORAL	DIRECT RX	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
415	AMOXICILLIN 	Antibiotic	CAPSULE	ORAL	DIRECT RX	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
416	AMOXICILLIN 	Antibiotic	POWDER	ORAL	DIRECT RX	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
417	AMOXICILLIN 	Antibiotic	TABLET	ORAL	DIRECT RX	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
418	AMOXICILLIN 	Antibiotic	POWDER	ORAL	DIRECTRX	AMOXICILLIN	200	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
419	AMOXICILLIN 	Antibiotic	CAPSULE	ORAL	DIRECT RX	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
420	AMOXICILLIN 	Antibiotic	TABLET	ORAL	Proficient Rx LP	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN OTC DRUG
421	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN	400;250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
422	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Proficient Rx LP	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
423	Amoxicillin 	Antibiotic	TABLET	ORAL	Proficient Rx LP	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
424	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
425	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN; CLAVULANATE POTASSIUM	600;42.9	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS],beta Lactamase Inhibitor [EPC],beta Lactamase Inhibitors [MoA]"	HUMAN PRESCRIPTION DRUG
426	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN	125;400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
427	Amoxicillin 	Antibiotic	TABLET	ORAL	Proficient Rx LP	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
428	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
429	Amoxicillin 	Antibiotic	TABLET	ORAL	Proficient Rx LP	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
430	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Proficient Rx LP	AMOXICILLIN	500;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
431	Amoxicillin 	Antibiotic	TABLET	ORAL	Proficient Rx LP	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
432	Amoxicillin 	Antibiotic	POWDER	ORAL	Proficient Rx LP	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
433	Amoxicillin 	Antibiotic	TABLET	ORAL	Bryant Ranch Prepack	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
434	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Bryant Ranch Prepack	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
435	Amoxicillin 	Antibiotic	TABLET	ORAL	Aurobindo Pharma Limited	AMOXICILLIN	500;875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
436	Amoxicillin 	Antibiotic	CAPSULE	ORAL	Aurobindo Pharma Limited	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
437	Amoxicillin 	Antibiotic	POWDER	ORAL	Aurobindo Pharma Limited	AMOXICILLIN	200;400;125;250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
438	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
439	Amoxicillin 	Antibiotic	TABLET	ORAL	"NuCare Pharmaceuticals, Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
440	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
441	Amoxicillin 	Antibiotic	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
442	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
443	Amoxicillin 	Antibiotic	CAPSULE	ORAL	DAVA Pharmaceuticals Inc	AMOXICILLIN	250;500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
444	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"RedPharm Drug, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
445	Amoxicillin 	Antibiotic	TABLET	ORAL	"RedPharm Drug, Inc."	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
446	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"RedPharm Drug, Inc."	AMOXICILLIN	500;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
447	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250;400;125	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
448	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
449	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
450	Amoxicillin 	Antibiotic	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
451	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
452	Amoxicillin 	Antibiotic	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
453	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
454	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
455	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250;400;125	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
456	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
457	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	250	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
458	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	500;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
459	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	400	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
460	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	500;250	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
461	Amoxicillin 	Antibiotic	POWDER	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	125	mg/5mL	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
462	Amoxicillin 	Antibiotic	CAPSULE	ORAL	"NuCare Pharmaceuticals, Inc."	AMOXICILLIN	500	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
463	Amoxicillin 	Antibiotic	TABLET	ORAL	"NuCare Pharmaceuticals,Inc."	AMOXICILLIN	875	mg/1	"Penicillin-class Antibacterial [EPC],Penicillins [CS]"	HUMAN PRESCRIPTION DRUG
